Date,Close/Last,Volume,Open,High,Low
8/27/2024,$209.21 ,62821390,$213.25 ,$215.66 ,$206.94 
8/26/2024,$213.21 ,59301190,$218.75 ,$219.09 ,$211.01 
8/23/2024,$220.32 ,81525210,$214.46 ,$221.48 ,$214.21 
8/22/2024,$210.66 ,79514480,$223.82 ,$224.80 ,$210.32 
8/21/2024,$223.27 ,70145960,$222.67 ,$224.66 ,$218.86 
8/20/2024,$221.10 ,74001180,$224.88 ,$228.22 ,$219.56 
8/19/2024,$222.72 ,76435220,$217.07 ,$222.98 ,$214.09 
8/16/2024,$216.12 ,88765120,$211.15 ,$219.80 ,$210.80 
8/15/2024,$214.14 ,89848530,$205.02 ,$215.88 ,$204.82 
8/14/2024,$201.38 ,70250010,$207.39 ,$208.44 ,$198.75 
8/13/2024,$207.83 ,76247390,$198.47 ,$208.49 ,$197.06 
8/12/2024,$197.49 ,64044900,$199.02 ,$199.26 ,$194.67 
8/9/2024,$200.00 ,58648270,$197.05 ,$200.88 ,$195.11 
8/8/2024,$198.84 ,65033870,$195.70 ,$200.70 ,$192.04 
8/7/2024,$191.76 ,71159780,$200.77 ,$203.49 ,$191.48 
8/6/2024,$200.64 ,73783940,$200.75 ,$202.90 ,$192.67 
8/5/2024,$198.88 ,100308800,$185.22 ,$203.88 ,$182.00 
8/2/2024,$207.67 ,82880120,$214.88 ,$216.13 ,$205.78 
8/1/2024,$216.86 ,83861900,$227.69 ,$231.87 ,$214.33 
7/31/2024,$232.07 ,67497010,$227.90 ,$234.68 ,$226.79 
7/30/2024,$222.62 ,100560300,$232.25 ,$232.41 ,$220.00 
7/29/2024,$232.10 ,129201800,$224.90 ,$234.27 ,$224.70 
7/26/2024,$219.80 ,94604150,$221.19 ,$222.28 ,$215.33 
7/25/2024,$220.25 ,100636500,$216.80 ,$226.00 ,$216.23 
7/24/2024,$215.99 ,167942900,$225.42 ,$225.99 ,$214.71 
7/23/2024,$246.38 ,111928200,$253.60 ,$255.76 ,$245.63 
7/22/2024,$251.51 ,101225400,$244.21 ,$253.21 ,$243.75 
7/19/2024,$239.20 ,87403900,$247.79 ,$249.44 ,$236.83 
7/18/2024,$249.23 ,110869000,$251.09 ,$257.14 ,$247.20 
7/17/2024,$248.50 ,115584800,$252.73 ,$258.47 ,$246.18 
7/16/2024,$256.56 ,126332500,$255.31 ,$258.62 ,$245.80 
7/15/2024,$252.64 ,146912900,$255.97 ,$265.60 ,$251.73 
7/12/2024,$248.23 ,155955800,$235.80 ,$251.84 ,$233.09 
